gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr16	453057	453429	Codirectional-	YPL057C	YPL056C	1149	306	p5723	372	251-500
chr16	499292	499664	Codirectional+	YPL028W	YPL027W	1197	738	p5751	372	251-500
chr16	529350	529722	Divergent	YPL013C	YPL012W	366	3687	p5765	372	251-500
chr1	65404	65777	Convergent	YAL041W	YAL040C	2565	1743	p30	373	251-500
chr2	267336	267709	Codirectional-	YBR014C	YBR015C	612	1794	p227	373	251-500
chr4	219288	219661	Codirectional-	YDL135C	YDL134C	609	1110	p788	373	251-500
chr8	172970	173343	Divergent	YHR031C	YHR032W	2172	1746	p2468	373	251-500
chr8	324392	324765	Codirectional+	YHR104W	YHR105W	984	645	p2549	373	251-500
chr10	640451	640824	Codirectional+	YJR115W	YJR116W	510	840	p3202	373	251-500
chr11	473349	473722	Codirectional-	YKR017C	YKR018C	1656	2178	p3483	373	251-500
chr12	1022251	1022624	Divergent	YLR442C	YLR443W	2937	1347	p4067	373	251-500
chr1	187732	188106	Codirectional+	YAR031W	YAR033W	897	705	p86	374	251-500
chr4	302089	302463	Codirectional-	YDL086C-A	YDL085C-A	435	207	p836	374	251-500
chr5	357730	358104	Convergent	YER098W	YER099C	2265	957	p1627	374	251-500
chr7	374084	374458	Convergent	YGL071W	YGL070C	2073	369	p2027	374	251-500
chr9	333352	333726	Codirectional+	YIL012W	YIL011W	342	810	p2835	374	251-500
chr10	165348	165722	Codirectional-	YJL131C	YJL130C	1071	6645	p2978	374	251-500
chr10	368373	368747	Convergent	YJL041W	YJL039C	2590	5052	p3066	374	251-500
chr11	134134	134508	Codirectional-	YKL167C	YKL166C	414	1197	p3303	374	251-500
chr15	602342	602716	Codirectional-	YOR143C	YOR144C	960	2376	p5261	374	251-500
chr16	398105	398479	Codirectional-	YPL083C	YPL082C	1404	5604	p5698	374	251-500
chr4	141721	142096	Divergent	YDL177C	YDL176W	513	2127	p749	375	251-500
chr4	848223	848598	Codirectional+	YDR194W-A	YDR195W	153	1602	p1103	375	251-500
chr4	1120233	1120608	Convergent	YDR325W	YDR326C	3108	4317	p1234	375	251-500
chr4	1445467	1445842	Codirectional-	YDR497C	YDR498C	1755	1152	p1396	375	251-500
chr9	154846	155221	Codirectional+	YIL112W	YIL111W	3252	544	p2736	375	251-500
chr12	315731	316106	Divergent	YLR087C	YLR088W	8877	1845	p3717	375	251-500
chr3	162222	162598	Codirectional-	YCR024C	YCR024C-B	1479	267	p603	376	251-500
chr4	1124925	1125301	Divergent	YDR326C	YDR327W	4317	327	p1235	376	251-500
chr9	282652	283028	Codirectional-	YIL038C	YIL037C	2511	1971	p2808	376	251-500
chr12	232013	232389	Codirectional-	YLR043C	YLR044C	312	1692	p3675	376	251-500
chr12	1011245	1011621	Codirectional-	YLR436C	YLR437C	3825	402	p4060	376	251-500
chr12	1024837	1025213	Codirectional+	YLR445W	YLR446W	649	1302	p4069	376	251-500
chr16	497719	498095	Codirectional+	YPL029W	YPL028W	2214	1197	p5750	376	251-500
chr16	798857	799233	Codirectional+	YPR134W	YPR135W	807	2784	p5902	376	251-500
chr11	168829	169206	Codirectional-	YKL149C	YKL148C	1218	1923	p3321	377	251-500
chr12	363738	364115	Divergent	YLR106C	YLR107W	14733	1215	p3736	377	251-500
chr13	778567	778944	Convergent	YMR255W	YMR256C	567	183	p4483	377	251-500
chr14	241311	241688	Codirectional+	YNL217W	YNL216W	981	2484	p4671	377	251-500
chr16	259336	259713	Codirectional-	YPL155C	YPL154C	2121	1218	p5627	377	251-500
chr16	692418	692795	Codirectional-	YPR073C	YPR074C	486	2043	p5847	377	251-500
chr2	353293	353671	Codirectional-	YBR057C	YBR058C	1101	2346	p270	378	251-500
chr3	163067	163445	Codirectional-	YCR024C-A	YCR025C	123	411	p605	378	251-500
chr4	587719	588097	Codirectional-	YDR069C	YDR070C	2781	282	p981	378	251-500
chr7	148964	149342	Codirectional-	YGL188C-A	YGL188C	141	174	p1920	378	251-500
chr14	386848	387226	Codirectional+	YNL127W	YNL126W	2862	2541	p4754	378	251-500
chr14	389767	390145	Convergent	YNL126W	YNL125C	2541	2022	p4755	378	251-500
chr15	783298	783676	Codirectional+	YOR237W	YOR238W	1305	912	p5350	378	251-500
chr16	230838	231216	Divergent	YPL169C	YPL168W	1800	1293	p5614	378	251-500
chr16	706593	706971	Codirectional+	YPR083W	YPR084W	1740	1371	p5856	378	251-500
chr3	246583	246962	Divergent	YCR073C	YCR073W-A	3996	948	p644	379	251-500
chr4	1195032	1195411	Convergent	YDR360W	YDR361C	435	852	p1266	379	251-500
chr11	247682	248061	Codirectional-	YKL103C	YKL102C	1545	306	p3362	379	251-500
chr11	336157	336536	Codirectional-	YKL055C	YKL054C	837	2217	p3412	379	251-500
chr14	80260	80639	Divergent	YNL294C	YNL293W	1602	1902	p4598	379	251-500
chr15	405388	405767	Divergent	YOR038C	YOR039W	2628	777	p5165	379	251-500
chr15	627980	628359	Codirectional-	YOR155C	YOR156C	1353	2181	p5272	379	251-500
chr15	884134	884513	Codirectional+	YOR303W	YOR304W	1236	3363	p5412	379	251-500
chr3	289258	289638	Divergent	YCR095C	YCR095W-A	1089	159	p665	380	251-500
chr4	485365	485745	Codirectional-	YDR019C	YDR020C	1203	699	p930	380	251-500
chr4	494268	494648	Codirectional-	YDR026C	YDR027C	1713	2670	p937	380	251-500
chr4	775782	776162	Codirectional+	YDR159W	YDR160W	3906	2559	p1065	380	251-500
chr7	272139	272519	Codirectional+	YGL126W	YGL125W	1143	1803	p1976	380	251-500
chr9	41444	41824	Divergent	YIL160C	YIL159W	1254	4128	p2688	380	251-500
chr9	220700	221080	Codirectional-	YIL075C	YIL074C	2838	1410	p2772	380	251-500
chr11	158232	158612	Codirectional+	YKL157W	YKL156W	3242	600	p3314	380	251-500
chr13	618098	618478	Codirectional+	YMR177W	YMR178W	1533	825	p4400	380	251-500
chr13	627808	628188	Divergent	YMR183C	YMR184W	888	597	p4407	380	251-500
chr15	531127	531507	Codirectional+	YOR111W	YOR112W	699	2286	p5231	380	251-500
chr2	338338	338719	Convergent	YBR051W	YBR052C	351	633	p263	381	251-500
chr11	280127	280508	Codirectional+	YKL085W	YKL084W	1005	351	p3382	381	251-500
chr13	14753	15134	Codirectional-	YML129C	YML128C	213	1542	p4092	381	251-500
chr13	129367	129748	Codirectional-	YML072C	YML071C	4638	1824	p4148	381	251-500
chr15	135838	136219	Divergent	YOL098C	YOL097W-A	3114	186	p5023	381	251-500
chr16	73927	74308	Convergent	YPL251W	YPL250C	303	411	p5533	381	251-500
chr16	752919	753300	Codirectional+	YPR113W	YPR114W	663	948	p5883	381	251-500
chr4	892492	892874	Codirectional+	YDR213W	YDR214W	2742	1053	p1121	382	251-500
chr8	65859	66241	Codirectional-	YHL021C	YHL020C	1398	1215	p2412	382	251-500
chr15	165331	165713	Codirectional+	YOL084W	YOL083W	2976	1239	p5039	382	251-500
chr16	466261	466643	Convergent	YPL047W	YPL046C	300	300	p5733	382	251-500
chr2	92030	92413	Codirectional+	YBL068W-A	YBL068W	237	981	p143	383	251-500
chr2	132040	132423	Divergent	YBL047C	YBL046W	4146	1326	p163	383	251-500
chr7	98585	98968	Codirectional+	YGL208W	YGL207W	1248	3108	p1900	383	251-500
chr7	965655	966038	Codirectional-	YGR237C	YGR238C	2358	2649	p2327	383	251-500
chr10	268415	268798	Codirectional+	YJL089W	YJL088W	2490	1017	p3019	383	251-500
chr13	86739	87122	Codirectional-	YML092C	YML091C	753	3609	p4129	383	251-500
chr13	348260	348643	Codirectional-	YMR038C	YMR039C	750	879	p4260	383	251-500
chr13	774931	775314	Convergent	YMR251W-A	YMR252C	180	405	p4479	383	251-500
chr13	813980	814363	Codirectional-	YMR273C	YMR274C	2748	948	p4502	383	251-500
chr14	505484	505867	Convergent	YNL065W	YNL064C	1761	1230	p4814	383	251-500
chr15	329033	329416	Codirectional+	YOR001W	YOR002W	2202	1635	p5123	383	251-500
chr16	393654	394037	Codirectional+	YPL085W	YPL084W	6588	2535	p5696	383	251-500
chr2	181275	181659	Codirectional-	YBL022C	YBL021C	3402	435	p190	384	251-500
chr8	277768	278152	Codirectional+	YHR085W	YHR086W	1005	1572	p2529	384	251-500
chr13	631970	632354	Codirectional+	YMR185W	YMR186W	2946	2118	p4409	384	251-500
chr14	287609	287993	Codirectional+	YNL188W	YNL187W	1302	1074	p4696	384	251-500
chr16	299503	299887	Codirectional-	YPL134C	YPL133C	933	1341	p5647	384	251-500
chr16	506312	506696	Divergent	YPL023C	YPL022W	1974	3303	p5756	384	251-500
chr2	447323	447708	Divergent	YBR102C	YBR103W	2262	1608	p315	385	251-500
chr2	618523	618908	Divergent	YBR198C	YBR199W	2397	1395	p413	385	251-500
chr3	173440	173825	Codirectional-	YCR028C-A	YCR030C	491	2613	p610	385	251-500
chr4	598082	598467	Codirectional+	YDR075W	YDR076W	927	1221	p987	385	251-500
chr4	832473	832858	Codirectional-	YDR185C	YDR186C	540	2634	p1095	385	251-500
chr8	217840	218225	Convergent	YHR056W-A	YHR057C	435	618	p2497	385	251-500
chr10	628326	628711	Codirectional+	YJR107W	YJR108W	987	372	p3194	385	251-500
chr12	369311	369696	Convergent	YLR109W	YLR110C	531	402	p3739	385	251-500
chr15	912436	912821	Divergent	YOR318C	YOR319W	653	642	p5429	385	251-500
chr16	24701	25086	Codirectional+	YPL274W	YPL273W	1764	978	p5511	385	251-500
chr16	425847	426232	Divergent	YPL067C	YPL066W	597	1440	p5713	385	251-500
chr16	831675	832060	Codirectional-	YPR151C	YPR152C	621	1398	p5917	385	251-500
chr4	130484	130870	Codirectional-	YDL184C	YDL183C	78	963	p742	386	251-500
chr7	921788	922174	Codirectional+	YGR214W	YGR215W	1214	333	p2307	386	251-500
chr13	115347	115733	Codirectional-	YML076C	YML075C	2835	3165	p4144	386	251-500
chr13	902413	902799	Codirectional+	YMR314W	YMR315W	705	1050	p4543	386	251-500
chr14	465947	466333	Codirectional+	YNL087W	YNL086W	3537	309	p4790	386	251-500
chr4	333829	334216	Convergent	YDL068W	YDL067C	330	180	p853	387	251-500
chr4	974243	974630	Codirectional-	YDR258C	YDR259C	2436	1152	p1165	387	251-500
chr6	173877	174264	Codirectional-	YFR014C	YFR015C	1341	2127	p1803	387	251-500
chr7	485533	485920	Codirectional+	YGL006W-A	YGL006W	111	3522	p2088	387	251-500
chr7	627418	627805	Codirectional+	YGR069W	YGR070W	336	3468	p2162	387	251-500
chr7	781379	781766	Codirectional+	YGR144W	YGR145W	981	2124	p2235	387	251-500
chr9	259770	260157	Codirectional+	YIL050W	YIL049W	858	762	p2795	387	251-500
chr13	16676	17063	Divergent	YML128C	YML127W	1542	1746	p4093	387	251-500
chr15	558642	559029	Codirectional-	YOR124C	YOR125C	3819	702	p5243	387	251-500
chr16	100086	100473	Convergent	YPL239W	YPL238C	603	390	p5546	387	251-500
chr4	304848	305236	Codirectional+	YDL085W	YDL084W	1638	1341	p838	388	251-500
chr4	601809	602197	Convergent	YDR077W	YDR078C	1017	672	p989	388	251-500
chr6	248134	248522	Codirectional+	YFR048W	YFR049W	1989	372	p1840	388	251-500
chr3	220067	220456	Codirectional-	YCR054C	YCR057C	1692	2772	p631	389	251-500
chr10	486196	486585	Codirectional-	YJR030C	YJR031C	2238	4227	p3124	389	251-500
chr12	947978	948367	Codirectional+	YLR411W	YLR412W	726	825	p4037	389	251-500
chr16	292427	292816	Codirectional-	YPL138C	YPL137C	1062	3831	p5644	389	251-500
chr16	742064	742453	Divergent	YPR107C	YPR108W	627	1290	p5876	389	251-500
chr4	68606	68996	Codirectional-	YDL217C	YDL216C	624	1323	p710	390	251-500
chr4	375289	375679	Codirectional-	YDL044C	YDL043C	1323	801	p876	390	251-500
chr7	152776	153166	Codirectional-	YGL186C	YGL185C	1740	1140	p1923	390	251-500
chr7	806021	806411	Codirectional-	YGR158C	YGR159C	753	1245	p2249	390	251-500
chr8	227141	227531	Codirectional-	YHR064C	YHR065C	1617	1506	p2505	390	251-500
chr14	12876	13266	Divergent	YNL334C	YNL333W	669	897	p4562	390	251-500
chr4	1452918	1453309	Convergent	YDR501W	YDR502C	1566	1155	p1400	391	251-500
chr7	291641	292032	Codirectional+	YGL116W	YGL115W	1833	969	p1986	391	251-500
chr7	786920	787311	Codirectional-	YGR147C	YGR148C	867	468	p2239	391	251-500
chr13	33851	34242	Codirectional+	YML118W	YML117W	1518	3405	p4103	391	251-500
chr13	137158	137549	Codirectional+	YML069W	YML068W	1659	1395	p4151	391	251-500
chr14	28347	28738	Codirectional-	YNL326C	YNL325C	1011	2640	p4570	391	251-500
chr15	738532	738923	Convergent	YOR210W	YOR211C	213	2646	p5325	391	251-500
chr2	368191	368583	Convergent	YBR064W	YBR065C	429	1095	p277	392	251-500
chr4	18566	18958	Divergent	YDL243C	YDL242W	990	354	p685	392	251-500
chr10	209529	209921	Convergent	YJL111W	YJL110C	1653	1656	p2998	392	251-500
chr13	801379	801771	Codirectional+	YMR266W	YMR267W	2862	933	p4494	392	251-500
chr14	345276	345668	Codirectional-	YNL154C	YNL153C	1641	390	p4726	392	251-500
chr14	713655	714047	Codirectional-	YNR049C	YNR050C	633	1341	p4925	392	251-500
chr2	133749	134142	Convergent	YBL046W	YBL045C	1326	1374	p164	393	251-500
chr2	283344	283737	Codirectional+	YBR021W	YBR022W	1902	534	p234	393	251-500
chr6	10969	11362	Divergent	YFL060C	YFL059W	669	897	p1728	393	251-500
chr7	312840	313233	Codirectional+	YGL101W	YGL100W	648	1050	p1999	393	251-500
chr10	193466	193859	Convergent	YJL117W	YJL116C	936	1014	p2992	393	251-500
chr2	567480	567874	Convergent	YBR163W	YBR164C	1758	552	p377	394	251-500
chr4	1052228	1052622	Codirectional-	YDR294C	YDR295C	1770	2025	p1200	394	251-500
chr11	30687	31081	Codirectional-	YKL215C	YKL214C	3861	612	p3259	394	251-500
chr11	286208	286602	Codirectional+	YKL080W	YKL079W	1179	1971	p3386	394	251-500
chr13	545730	546124	Codirectional+	YMR138W	YMR139W	576	1113	p4360	394	251-500
chr14	492971	493365	Codirectional+	YNL071W	YNL070W	1449	183	p4806	394	251-500
chr14	664944	665338	Codirectional+	YNR018W	YNR019W	675	1929	p4894	394	251-500
chr2	323945	324340	Codirectional-	YBR043C	YBR044C	2070	1719	p256	395	251-500
chr7	611493	611888	Convergent	YGR060W	YGR061C	930	4077	p2154	395	251-500
chr10	91657	92052	Convergent	YJL177W	YJL176C	872	2478	p2935	395	251-500
chr10	217309	217704	Codirectional-	YJL109C	YJL108C	5310	1152	p3000	395	251-500
chr11	461239	461634	Codirectional-	YKR010C	YKR011C	2316	1062	p3477	395	251-500
chr12	47463	47858	Codirectional-	YLL046C	YLL045C	750	771	p3590	395	251-500
chr16	306137	306532	Convergent	YPL129W	YPL128C	840	1689	p5652	395	251-500
chr2	526628	527024	Codirectional-	YBR140C	YBR141C	9279	1014	p353	396	251-500
chr4	351037	351433	Codirectional+	YDL058W	YDL057W	5373	987	p862	396	251-500
chr10	133935	134331	Codirectional-	YJL154C	YJL153C	2835	1602	p2957	396	251-500
chr12	340928	341324	Divergent	YLR099C	YLR099W-A	1185	264	p3729	396	251-500
chr14	352017	352413	Codirectional+	YNL146W	YNL145W	303	117	p4734	396	251-500
chr15	345798	346194	Convergent	YOR009W	YOR010C	1464	756	p5133	396	251-500
chr16	172755	173151	Divergent	YPL199C	YPL198W	723	1551	p5585	396	251-500
chr2	545978	546375	Codirectional+	YBR151W	YBR152W	951	876	p364	397	251-500
chr8	62563	62960	Codirectional-	YHL023C	YHL022C	3441	1197	p2410	397	251-500
chr11	487372	487769	Divergent	YKR024C	YKR025W	2229	849	p3490	397	251-500
chr13	645258	645655	Divergent	YMR190C	YMR191W	4344	1122	p4414	397	251-500
chr15	1025609	1026006	Codirectional+	YOR366W	YOR367W	354	603	p5472	397	251-500
chr16	369441	369838	Codirectional-	YPL095C	YPL094C	1371	825	p5686	397	251-500
chr4	952401	952799	Codirectional+	YDR244W	YDR245W	1839	1182	p1150	398	251-500
chr4	1336953	1337351	Codirectional+	YDR436W	YDR437W	2133	423	p1340	398	251-500
chr8	222478	222876	Codirectional-	YHR061C	YHR062C	945	882	p2502	398	251-500
chr10	598336	598734	Divergent	YJR091C	YJR092W	3276	4344	p3177	398	251-500
chr12	545698	546096	Codirectional+	YLR196W	YLR197W	1731	1515	p3837	398	251-500
chr13	181075	181473	Divergent	YML047C	YML046W	1059	1890	p4175	398	251-500
chr1	105872	106271	Codirectional-	YAL024C	YAL023C	4308	2280	p48	399	251-500
chr4	1384776	1385175	Codirectional+	YDR460W	YDR461W	966	111	p1361	399	251-500
chr7	124298	124697	Codirectional+	YGL198W	YGL197W	708	4464	p1909	399	251-500
chr7	556672	557071	Convergent	YGR034W	YGR035C	861	351	p2126	399	251-500
chr7	745435	745834	Codirectional+	YGR125W	YGR126W	3111	693	p2217	399	251-500
chr8	520312	520711	Convergent	YHR209W	YHR210C	876	1026	p2660	399	251-500
chr9	193195	193594	Divergent	YIL091C	YIL090W	2166	1476	p2758	399	251-500
chr11	374105	374504	Codirectional+	YKL034W	YKL033W-A	2277	711	p3431	399	251-500
chr11	612265	612664	Convergent	YKR091W	YKR092C	741	1221	p3554	399	251-500
chr14	480991	481390	Codirectional+	YNL078W	YNL077W	1224	1587	p4799	399	251-500
chr2	604107	604507	Divergent	YBR188C	YBR189W	423	1001	p401	400	251-500
chr5	59148	59548	Codirectional+	YEL051W	YEL050W-A	771	192	p1466	400	251-500
chr6	220106	220506	Codirectional-	YFR031C	YFR031C-A	3513	912	p1820	400	251-500
chr11	291052	291452	Codirectional+	YKL078W	YKL077W	2208	1179	p3388	400	251-500
chr12	720370	720770	Codirectional-	YLR292C	YLR293C	582	660	p3926	400	251-500
chr13	739865	740265	Codirectional+	YMR233W	YMR234W	681	1047	p4460	400	251-500
chr15	103925	104325	Divergent	YOL114C	YOL113W	609	1968	p5007	400	251-500
chr16	331699	332099	Convergent	YPL116W	YPL115C	2094	3387	p5666	400	251-500
chr16	415362	415762	Codirectional+	YPL075W	YPL074W	3109	2265	p5706	400	251-500
chr2	317864	318265	Codirectional+	YBR040W	YBR041W	897	2010	p253	401	251-500
chr4	264110	264511	Codirectional-	YDL111C	YDL110C	798	453	p813	401	251-500
chr4	937493	937894	Convergent	YDR237W	YDR238C	879	2922	p1144	401	251-500
chr5	440971	441372	Convergent	YER136W	YER137C	1356	447	p1664	401	251-500
chr6	115743	116144	Divergent	YFL010C	YFL009W	636	2340	p1779	401	251-500
chr10	349178	349579	Codirectional-	YJL047C-A	YJL047C	135	2529	p3059	401	251-500
chr11	478832	479233	Codirectional+	YKR020W	YKR021W	495	2748	p3486	401	251-500
chr12	563390	563791	Convergent	YLR210W	YLR211C	1383	740	p3849	401	251-500
chr13	901307	901708	Divergent	YMR313C	YMR314W	1929	705	p4542	401	251-500
chr14	272308	272709	Codirectional-	YNL195C	YNL194C	786	906	p4689	401	251-500
chr4	482267	482669	Codirectional-	YDR017C	YDR018C	3153	1191	p928	402	251-500
chr4	905052	905454	Codirectional-	YDR218C	YDR219C	1272	1398	p1126	402	251-500
chr5	546414	546816	Codirectional+	YER177W	YER178W	804	1263	p1706	402	251-500
chr7	590911	591313	Codirectional+	YGR048W	YGR049W	1086	564	p2142	402	251-500
chr12	639914	640316	Codirectional+	YLR249W	YLR250W	3135	705	p3884	402	251-500
chr13	554390	554792	Convergent	YMR144W	YMR145C	1029	1683	p4366	402	251-500
chr13	623213	623615	Codirectional-	YMR180C	YMR181C	963	465	p4403	402	251-500
chr14	85815	86217	Divergent	YNL291C	YNL290W	1647	1023	p4601	402	251-500
chr3	119171	119574	Convergent	YCR003W	YCR004C	552	744	p580	403	251-500
chr4	403291	403694	Codirectional-	YDL028C	YDL027C	2295	1263	p888	403	251-500
chr4	1369386	1369789	Codirectional+	YDR456W	YDR457W	1902	9807	p1357	403	251-500
chr13	27862	28265	Convergent	YML121W	YML120C	933	1542	p4100	403	251-500
chr13	311752	312155	Codirectional+	YMR018W	YMR019W	1545	2850	p4239	403	251-500
chr15	331051	331454	Codirectional+	YOR002W	YOR003W	1635	1437	p5124	403	251-500
chr15	451325	451728	Convergent	YOR066W	YOR067C	1890	1734	p5190	403	251-500
chr2	115168	115572	Convergent	YBL056W	YBL055C	1407	1257	p155	404	251-500
chr4	130002	130406	Convergent	YDL185W	YDL184C	3216	78	p741	404	251-500
chr7	356972	357376	Codirectional+	YGL082W	YGL081W	1146	963	p2018	404	251-500
chr8	113094	113498	Codirectional-	YHR004C	YHR005C	1341	1419	p2438	404	251-500
chr12	76747	77151	Codirectional-	YLL032C	YLL031C	2478	3054	p3602	404	251-500
chr13	382898	383302	Divergent	YMR053C	YMR054W	2553	2673	p4273	404	251-500
chr13	854390	854794	Codirectional+	YMR291W	YMR292W	1761	499	p4520	404	251-500
chr4	447578	447983	Divergent	YDL002C	YDL001W	612	1293	p910	405	251-500
chr4	1114027	1114432	Codirectional-	YDR323C	YDR324C	1548	2331	p1232	405	251-500
chr5	420709	421114	Convergent	YER129W	YER130C	3429	1332	p1657	405	251-500
chr9	343656	344061	Divergent	YIL007C	YIL006W	663	1122	p2841	405	251-500
chr11	334915	335320	Codirectional-	YKL056C	YKL055C	504	837	p3411	405	251-500
chr12	902660	903065	Divergent	YLR389C	YLR390W	3084	339	p4014	405	251-500
chr13	716309	716714	Divergent	YMR222C	YMR223W	672	1416	p4448	405	251-500
chr7	139961	140367	Codirectional-	YGL194C-A	YGL194C	243	1359	p1913	406	251-500
chr7	193300	193706	Codirectional-	YGL164C	YGL163C	1323	2697	p1941	406	251-500
chr9	151188	151594	Codirectional+	YIL113W	YIL112W	630	3252	p2735	406	251-500
chr10	348637	349043	Codirectional-	YJL048C	YJL047C-A	1191	135	p3058	406	251-500
chr12	46265	46671	Divergent	YLL048C	YLL047W	4986	384	p3589	406	251-500
chr12	447575	447981	Codirectional-	YLR153C	YLR154C	2052	333	p3782	406	251-500
chr12	1018908	1019314	Codirectional-	YLR441C	YLR442C	768	2937	p4066	406	251-500
chr15	310935	311341	Convergent	YOL008W	YOL007C	624	1026	p5115	406	251-500
chr2	425782	426189	Convergent	YBR089W	YBR089C-A	600	300	p304	407	251-500
chr7	1026962	1027369	Codirectional+	YGR269W	YGR270W	327	4140	p2356	407	251-500
chr13	669655	670062	Convergent	YMR203W	YMR204C	1164	1263	p4429	407	251-500
chr14	493548	493955	Convergent	YNL070W	YNL069C	183	1046	p4807	407	251-500
chr15	109889	110296	Codirectional+	YOL110W	YOL109W	714	342	p5011	407	251-500
chr9	321933	322341	Codirectional+	YIL016W	YIL015W	480	1764	p2830	408	251-500
chr14	211513	211921	Codirectional+	YNL234W	YNL233W	1281	2679	p4656	408	251-500
chr3	16880	17289	Divergent	YCL064C	YCL063W	1083	1272	p523	409	251-500
chr4	1261271	1261680	Codirectional+	YDR393W	YDR394W	1371	1287	p1304	409	251-500
chr5	178431	178840	Codirectional+	YER012W	YER013W	597	3438	p1531	409	251-500
chr5	367428	367837	Convergent	YER104W	YER105C	627	4176	p1633	409	251-500
chr12	371210	371619	Codirectional+	YLR112W	YLR113W	420	1308	p3742	409	251-500
chr12	530387	530796	Convergent	YLR188W	YLR189C	2088	3597	p3829	409	251-500
chr16	264192	264601	Divergent	YPL153C	YPL152W-A	2466	99	p5629	409	251-500
chr2	537465	537875	Codirectional+	YBR147W	YBR148W	891	1830	p360	410	251-500
chr5	126218	126628	Divergent	YEL016C	YEL015W	1482	1656	p1503	410	251-500
chr16	474707	475117	Codirectional-	YPL042C	YPL041C	1668	624	p5737	410	251-500
